DATA SET,DATE,PLAYER FULL NAME,POSITION,OWN TEAM,OPP TEAM,VENUE (R/H),MIN,FG,FGA,3P,3PA,FT,FTA,OR,DR,TOT,A,PF,ST,TO,BL,PTS
2016-2017 Regular Season,10.26.16,Nemanja Bjelica,PF,Minnesota,Memphis,R,15.4,1,4,0,1,1,2,0,1,1,0,3,0,0,1,3
2016-2017 Regular Season,10.26.16,Kris Dunn,PG,Minnesota,Memphis,R,15.2,4,6,0,1,0,0,1,3,4,1,3,1,1,0,8
2016-2017 Regular Season,10.26.16,Shabazz Muhammad,SF,Minnesota,Memphis,R,13.5,1,6,0,1,0,0,1,1,2,0,0,0,0,0,2
2016-2017 Regular Season,10.26.16,Cole Aldrich,C,Minnesota,Memphis,R,10,2,4,0,0,0,0,1,1,2,0,2,1,0,1,4
2016-2017 Regular Season,10.26.16,James Ennis III,SF,Memphis,Minnesota,H,28.2,5,8,2,4,3,4,1,5,6,0,3,1,0,0,15
2016-2017 Regular Season,10.26.16,JaMychal Green,PF,Memphis,Minnesota,H,28.7,4,10,2,2,2,2,4,3,7,1,4,0,1,1,12
2016-2017 Regular Season,10.26.16,Marc Gasol,C,Memphis,Minnesota,H,32.5,7,17,1,3,3,4,1,2,3,2,2,0,4,4,18
2016-2017 Regular Season,10.26.16,Andrew Harrison,SG,Memphis,Minnesota,H,38.2,1,7,0,4,2,4,1,2,3,4,3,1,3,0,4
2016-2017 Regular Season,10.26.16,Mike Conley,PG,Memphis,Minnesota,H,29.7,8,14,4,5,4,5,0,1,1,4,5,0,2,1,24
2016-2017 Regular Season,10.26.16,Wade Baldwin IV,PG,Memphis,Minnesota,H,24.5,3,8,1,2,0,0,2,3,5,6,2,3,1,3,7
2016-2017 Regular Season,10.26.16,Deyonta Davis,C,Memphis,Minnesota,H,5.7,0,0,0,0,0,0,0,2,2,0,2,0,0,1,0
2016-2017 Regular Season,10.26.16,Zach Randolph,PF,Memphis,Minnesota,H,24.6,7,12,1,2,4,6,1,10,11,1,1,0,2,0,19
2016-2017 Regular Season,10.26.16,Vince Carter,SG,Memphis,Minnesota,H,28.1,1,4,0,2,1,2,1,6,7,1,3,1,0,1,3
2016-2017 Regular Season,10.26.16,Danilo Gallinari,SF,Denver,New Orleans,R,37.7,5,11,3,6,2,4,0,3,3,2,2,3,1,1,15
2016-2017 Regular Season,10.26.16,Nikola Jokic,PF,Denver,New Orleans,R,21.1,2,5,1,2,0,0,1,6,7,2,4,0,4,0,5
2016-2017 Regular Season,10.26.16,Jusuf Nurkic,C,Denver,New Orleans,R,26,9,13,0,0,5,6,2,7,9,3,3,0,1,1,23
2016-2017 Regular Season,10.26.16,Will Barton,SG,Denver,New Orleans,R,34.8,7,12,2,3,6,6,2,3,5,2,2,0,2,0,22
2016-2017 Regular Season,10.26.16,Emmanuel Mudiay,PG,Denver,New Orleans,R,28.1,2,8,0,1,7,8,0,7,7,3,5,1,6,0,11
2016-2017 Regular Season,10.26.16,Wilson Chandler,SF,Denver,New Orleans,R,30.2,5,15,1,6,1,1,0,7,7,1,3,0,2,0,12
2016-2017 Regular Season,10.26.16,Kenneth Faried,PF,Denver,New Orleans,R,28.3,3,9,0,1,3,6,6,8,14,1,1,2,3,2,9
2016-2017 Regular Season,10.26.16,Jamal Murray,SG,Denver,New Orleans,R,13.3,0,2,0,1,1,2,0,4,4,1,0,0,1,0,1
2016-2017 Regular Season,10.26.16,Jameer Nelson,PG,Denver,New Orleans,R,19.9,4,8,1,4,0,0,0,2,2,3,2,1,4,0,9
2016-2017 Regular Season,10.26.16,Juan Hernangomez,PF,Denver,New Orleans,R,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-2017 Regular Season,10.26.16,Solomon Hill,SF,New Orleans,Denver,H,27.1,1,7,0,4,0,0,0,1,1,1,4,1,2,0,2
2016-2017 Regular Season,10.26.16,Anthony Davis,PF,New Orleans,Denver,H,41.2,17,34,0,2,16,17,1,14,15,5,4,5,3,4,50
2016-2017 Regular Season,10.26.16,Omer Asik,C,New Orleans,Denver,H,16.5,1,3,0,0,0,0,0,1,1,1,2,0,0,0,2
2016-2017 Regular Season,10.26.16,E'Twaun Moore,SG,New Orleans,Denver,H,28.2,3,8,2,4,2,2,0,1,1,4,4,1,2,1,10
2016-2017 Regular Season,10.26.16,Tim Frazier,PG,New Orleans,Denver,H,36.8,6,10,1,3,2,4,0,5,5,11,6,4,1,0,15
2016-2017 Regular Season,10.26.16,Buddy Hield,SG,New Orleans,Denver,H,16.8,2,8,0,3,0,0,1,0,1,3,1,0,0,0,4
2016-2017 Regular Season,10.26.16,Alexis Ajinca,C,New Orleans,Denver,H,10.9,0,2,0,0,0,0,1,0,1,0,4,0,0,0,0
2016-2017 Regular Season,10.26.16,Dante Cunningham,SF,New Orleans,Denver,H,8.5,0,2,0,1,0,0,0,0,0,1,1,0,1,0,0
2016-2017 Regular Season,10.26.16,Langston Galloway,PG,New Orleans,Denver,H,10.8,2,5,0,1,1,1,0,2,2,1,1,1,0,0,5
2016-2017 Regular Season,10.26.16,Lance Stephenson,SG,New Orleans,Denver,H,25.5,4,7,0,0,0,0,1,2,3,3,2,1,2,0,8
2016-2017 Regular Season,10.26.16,Terrence Jones,PF,New Orleans,Denver,H,17.7,2,6,0,1,2,2,1,2,3,1,0,3,0,0,6
2016-2017 Regular Season,10.26.16,Andre Roberson,SF,Oklahoma City,Philadelphia,R,31.9,0,2,0,0,1,4,2,5,7,3,3,2,0,1,1
2016-2017 Regular Season,10.26.16,Domantas Sabonis,PF,Oklahoma City,Philadelphia,R,16.4,2,5,1,3,0,0,0,4,4,0,2,0,0,0,5
2016-2017 Regular Season,10.26.16,Steven Adams,C,Oklahoma City,Philadelphia,R,35.6,7,16,0,0,2,2,2,3,5,1,4,3,2,0,16
2016-2017 Regular Season,10.26.16,Victor Oladipo,SG,Oklahoma City,Philadelphia,R,26.1,4,16,0,5,2,3,2,3,5,1,2,0,3,1,10
2016-2017 Regular Season,10.26.16,Russell Westbrook,PG,Oklahoma City,Philadelphia,R,36.4,11,21,1,2,9,11,1,11,12,9,2,0,2,0,32
2016-2017 Regular Season,10.26.16,Ersan Ilyasova,PF,Oklahoma City,Philadelphia,R,20.1,4,7,2,5,0,0,1,4,5,1,1,1,0,0,10
2016-2017 Regular Season,10.26.16,Kyle Singler,SF,Oklahoma City,Philadelphia,R,21.5,1,6,1,5,2,2,0,1,1,0,2,0,1,0,5
2016-2017 Regular Season,10.26.16,Enes Kanter,C,Oklahoma City,Philadelphia,R,24,7,14,0,0,3,4,5,7,12,0,3,1,0,1,17
2016-2017 Regular Season,10.26.16,Semaj Christon,PG,Oklahoma City,Philadelphia,R,14.9,2,5,0,1,0,0,0,1,1,4,1,0,0,0,4
2016-2017 Regular Season,10.26.16,Alex Abrines,SG,Oklahoma City,Philadelphia,R,13.4,1,2,1,1,0,0,0,1,1,0,3,0,2,0,3
2016-2017 Regular Season,10.26.16,Robert Covington,SF,Philadelphia,Oklahoma City,H,31.9,3,6,2,4,2,2,1,4,5,2,1,2,0,1,10
2016-2017 Regular Season,10.26.16,Dario Saric,PF,Philadelphia,Oklahoma City,H,27.5,2,12,0,4,1,2,1,6,7,2,3,0,2,0,5
2016-2017 Regular Season,10.26.16,Joel Embiid,C,Philadelphia,Oklahoma City,H,22.4,6,16,1,3,7,8,0,7,7,0,4,0,4,2,20
2016-2017 Regular Season,10.26.16,Gerald Henderson,SG,Philadelphia,Oklahoma City,H,24.8,3,6,2,3,1,2,0,2,2,0,2,0,0,0,9
2016-2017 Regular Season,10.26.16,Sergio Rodriguez,PG,Philadelphia,Oklahoma City,H,31.9,5,11,2,6,0,0,0,4,4,9,1,0,0,0,12
2016-2017 Regular Season,10.26.16,Jahlil Okafor,C,Philadelphia,Oklahoma City,H,15.7,4,10,0,0,0,0,1,2,3,0,2,0,3,1,8
2016-2017 Regular Season,10.26.16,Nik Stauskas,SG,Philadelphia,Oklahoma City,H,22.5,5,6,0,1,3,3,0,4,4,1,0,0,0,0,13
2016-2017 Regular Season,10.26.16,T.J. McConnell,PG,Philadelphia,Oklahoma City,H,16.2,0,0,0,0,0,0,0,2,2,7,3,2,1,0,0
2016-2017 Regular Season,10.26.16,Jerami Grant,SF,Philadelphia,Oklahoma City,H,21.9,4,10,0,1,2,4,0,3,3,0,2,0,2,2,10
2016-2017 Regular Season,10.26.16,Hollis Thompson,SG,Philadelphia,Oklahoma City,H,13.5,2,5,0,2,0,2,1,2,3,0,1,1,0,1,4
2016-2017 Regular Season,10.26.16,Richaun Holmes,PF,Philadelphia,Oklahoma City,H,11.9,2,2,0,0,2,2,1,2,3,0,3,0,1,3,6
2016-2017 Regular Season,10.26.16,Rudy Gay,SF,Sacramento,Phoenix,R,33.2,9,15,1,3,3,4,0,3,3,2,1,0,0,4,22
2016-2017 Regular Season,10.26.16,DeMarcus Cousins,C,Sacramento,Phoenix,R,24.7,6,10,0,1,12,16,1,5,6,2,4,1,3,0,24
2016-2017 Regular Season,10.26.16,Kosta Koufos,C,Sacramento,Phoenix,R,13.4,1,6,0,0,0,1,0,4,4,1,1,0,1,0,2
2016-2017 Regular Season,10.26.16,Arron Afflalo,SG,Sacramento,Phoenix,R,26.2,2,7,2,2,2,2,0,3,3,0,3,1,0,0,8
2016-2017 Regular Season,10.26.16,Ty Lawson,PG,Sacramento,Phoenix,R,35.6,3,9,1,4,2,2,3,3,6,7,2,2,2,1,9
2016-2017 Regular Season,10.26.16,Matt Barnes,SF,Sacramento,Phoenix,R,27.6,6,9,2,5,0,0,1,6,7,3,4,0,1,0,14
2016-2017 Regular Season,10.26.16,Willie Cauley-Stein,C,Sacramento,Phoenix,R,19.1,3,6,0,0,0,0,1,1,2,2,1,0,1,0,6
2016-2017 Regular Season,10.26.16,Anthony Tolliver,PF,Sacramento,Phoenix,R,14.8,3,6,0,3,0,0,2,3,5,2,1,0,0,0,6
2016-2017 Regular Season,10.26.16,Garrett Temple,SG,Sacramento,Phoenix,R,17.9,6,8,0,1,0,0,1,1,2,3,2,0,2,0,12
2016-2017 Regular Season,10.26.16,Ben McLemore,SG,Sacramento,Phoenix,R,16.7,3,7,0,2,0,1,0,0,0,2,0,0,1,0,6
2016-2017 Regular Season,10.26.16,Omri Casspi,SF,Sacramento,Phoenix,R,8.5,2,2,0,0,0,0,1,2,3,0,0,1,2,0,4
2016-2017 Regular Season,10.26.16,Malachi Richardson,SG,Sacramento,Phoenix,R,2.3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2016-2017 Regular Season,10.26.16,TJ Warren,SF,Phoenix,Sacramento,H,30.4,5,14,0,2,4,4,2,3,5,1,5,2,0,0,14
2016-2017 Regular Season,10.26.16,Jared Dudley,PF,Phoenix,Sacramento,H,25.8,2,4,0,0,0,2,0,2,2,1,1,0,0,1,4
2016-2017 Regular Season,10.26.16,Tyson Chandler,C,Phoenix,Sacramento,H,22.9,4,5,0,0,0,2,3,7,10,0,4,0,1,0,8
2016-2017 Regular Season,10.26.16,Devin Booker,SG,Phoenix,Sacramento,H,24.6,8,12,0,3,2,5,0,2,2,3,5,0,4,0,18
2016-2017 Regular Season,10.26.16,Eric Bledsoe,PG,Phoenix,Sacramento,H,29.5,5,11,2,5,4,4,0,6,6,5,3,1,4,0,16
2016-2017 Regular Season,10.26.16,Brandon Knight,SG,Phoenix,Sacramento,H,25.8,1,8,0,3,5,6,0,1,1,5,1,0,2,0,7
2016-2017 Regular Season,10.26.16,Alex Len,C,Phoenix,Sacramento,H,24.2,3,6,0,0,2,2,2,5,7,2,4,1,1,0,8
2016-2017 Regular Season,10.26.16,Marquese Chriss,PF,Phoenix,Sacramento,H,22.2,3,7,0,0,1,2,2,2,4,2,3,0,4,1,7
2016-2017 Regular Season,10.26.16,PJ Tucker,SF,Phoenix,Sacramento,H,5.7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2016-2017 Regular Season,10.26.16,Leandro Barbosa,SG,Phoenix,Sacramento,H,3.4,0,2,0,0,0,0,0,1,1,0,2,0,0,0,0
2016-2017 Regular Season,10.26.16,Tyler Ulis,PG,Phoenix,Sacramento,H,13.7,1,3,0,0,0,0,0,1,1,1,1,2,1,1,2
2016-2017 Regular Season,10.26.16,Dragan Bender,PF,Phoenix,Sacramento,H,12,4,5,2,3,0,0,1,1,2,0,0,0,0,0,10
2016-2017 Regular Season,10.26.16,Trevor Ariza,SF,Houston,LA Lakers,R,32.9,2,8,1,4,0,0,0,6,6,2,2,1,0,0,5
2016-2017 Regular Season,10.26.16,Ryan Anderson,PF,Houston,LA Lakers,R,34.4,6,15,2,7,0,0,1,6,7,1,1,2,0,0,14
2016-2017 Regular Season,10.26.16,Clint Capela,C,Houston,LA Lakers,R,25.7,8,11,0,0,0,1,3,6,9,0,2,0,1,1,16
2016-2017 Regular Season,10.26.16,Eric Gordon,SG,Houston,LA Lakers,R,34.5,7,15,2,8,3,4,0,5,5,0,1,1,1,0,19
2016-2017 Regular Season,10.26.16,James Harden,PG,Houston,LA Lakers,R,37.2,9,19,1,7,15,16,3,4,7,17,5,1,7,0,34
2016-2017 Regular Season,10.26.16,Nene,C,Houston,LA Lakers,R,22.3,3,5,0,0,1,4,2,1,3,3,3,2,1,0,7
2016-2017 Regular Season,10.26.16,KJ McDaniels,SF,Houston,LA Lakers,R,12.3,5,5,1,1,0,0,1,0,1,0,1,0,0,0,11
2016-2017 Regular Season,10.26.16,Corey Brewer,SF,Houston,LA Lakers,R,15.3,2,4,0,1,0,2,0,0,0,2,3,0,0,0,4
2016-2017 Regular Season,10.26.16,Sam Dekker,SF,Houston,LA Lakers,R,13.6,2,3,0,1,0,0,0,1,1,0,2,1,0,0,4
2016-2017 Regular Season,10.26.16,Tyler Ennis,PG,Houston,LA Lakers,R,12.1,0,1,0,0,0,0,0,0,0,4,3,2,4,0,0
2016-2017 Regular Season,10.26.16,Luol Deng,SF,LA Lakers,Houston,H,28.5,3,9,1,4,0,0,2,3,5,1,0,1,1,0,7
2016-2017 Regular Season,10.26.16,Julius Randle,PF,LA Lakers,Houston,H,29.2,9,11,0,1,0,1,0,7,7,6,4,0,2,1,18
2016-2017 Regular Season,10.26.16,Timofey Mozgov,C,LA Lakers,Houston,H,22.1,6,10,0,0,0,0,4,4,8,2,2,0,2,0,12
2016-2017 Regular Season,10.26.16,Nick Young,SG,LA Lakers,Houston,H,26.6,3,12,2,9,0,0,0,3,3,1,5,0,0,1,8
2016-2017 Regular Season,10.26.16,D'Angelo Russell,PG,LA Lakers,Houston,H,29.1,7,16,4,10,2,3,0,1,1,3,2,1,3,0,20
2016-2017 Regular Season,10.26.16,Brandon Ingram,SF,LA Lakers,Houston,H,23.7,4,6,1,2,0,0,0,3,3,0,0,0,1,0,9
2016-2017 Regular Season,10.26.16,Jordan Clarkson,SG,LA Lakers,Houston,H,24.6,8,12,2,3,7,7,1,2,3,1,3,3,4,0,25
2016-2017 Regular Season,10.26.16,Larry Nance Jr.,PF,LA Lakers,Houston,H,23.3,2,5,0,1,1,2,3,2,5,2,1,1,0,1,5
2016-2017 Regular Season,10.26.16,Tarik Black,C,LA Lakers,Houston,H,11.5,1,2,0,0,2,2,1,3,4,0,4,1,1,0,4
2016-2017 Regular Season,10.26.16,Lou Williams,SG,LA Lakers,Houston,H,14.4,2,5,2,4,6,7,0,0,0,2,0,3,1,0,12
2016-2017 Regular Season,10.26.16,Marcelo Huertas,PG,LA Lakers,Houston,H,4.6,0,1,0,1,0,0,0,0,0,3,0,0,0,1,0
2016-2017 Regular Season,10.26.16,Metta World Peace,SF,LA Lakers,Houston,H,2.5,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
2016-2017 Regular Season,10.27.16,Otto Porter Jr.,SF,Washington,Atlanta,R,25.8,5,7,0,0,0,1,2,4,6,1,2,2,0,0,10
2016-2017 Regular Season,10.27.16,Markieff Morris,PF,Washington,Atlanta,R,27.7,9,18,2,3,2,2,1,3,4,2,2,2,0,1,22
2016-2017 Regular Season,10.27.16,Marcin Gortat,C,Washington,Atlanta,R,32.3,2,6,0,0,0,0,3,8,11,1,4,1,3,1,4
2016-2017 Regular Season,10.27.16,Bradley Beal,SG,Washington,Atlanta,R,23.7,6,12,0,2,1,1,0,0,0,4,4,0,3,0,13
2016-2017 Regular Season,10.27.16,John Wall,PG,Washington,Atlanta,R,30.3,3,15,0,2,6,7,2,1,3,10,2,4,5,1,12
2016-2017 Regular Season,10.27.16,Andrew Nicholson,PF,Washington,Atlanta,R,18.9,3,6,1,2,2,2,2,5,7,0,1,1,1,1,9
2016-2017 Regular Season,10.27.16,Trey Burke,PG,Washington,Atlanta,R,17.7,4,7,0,2,0,1,0,0,0,2,0,1,2,0,8
2016-2017 Regular Season,10.27.16,Kelly Oubre Jr.,SF,Washington,Atlanta,R,22.2,1,6,1,4,2,4,0,1,1,1,1,1,0,0,5
2016-2017 Regular Season,10.27.16,Jason Smith,C,Washington,Atlanta,R,8.8,1,2,0,0,0,0,1,4,5,2,2,0,4,0,2
2016-2017 Regular Season,10.27.16,Marcus Thornton,SG,Washington,Atlanta,R,20.1,2,8,1,3,0,0,0,1,1,1,2,0,1,0,5
2016-2017 Regular Season,10.27.16,Daniel Ochefu,C,Washington,Atlanta,R,4.2,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0
2016-2017 Regular Season,10.27.16,Sheldon McClellan,SG,Washington,Atlanta,R,4.2,3,4,1,2,0,0,0,0,0,0,0,2,0,0,7
2016-2017 Regular Season,10.27.16,Tomas Satoransky,SG,Washington,Atlanta,R,4.2,1,1,0,0,0,0,1,0,1,1,0,0,0,0,2
2016-2017 Regular Season,10.27.16,Kent Bazemore,SF,Atlanta,Washington,H,26.1,1,7,1,4,4,4,0,3,3,1,4,1,4,0,7
2016-2017 Regular Season,10.27.16,Paul Millsap,PF,Atlanta,Washington,H,30.8,11,20,3,6,3,4,2,5,7,6,0,0,2,1,28
2016-2017 Regular Season,10.27.16,Dwight Howard,C,Atlanta,Washington,H,30.1,4,9,0,0,3,4,7,12,19,2,2,1,3,3,11
2016-2017 Regular Season,10.27.16,Kyle Korver,SG,Atlanta,Washington,H,21.7,2,4,1,3,0,0,0,3,3,4,3,1,2,0,5
2016-2017 Regular Season,10.27.16,Dennis Schroder,PG,Atlanta,Washington,H,25.1,6,12,2,4,0,0,0,2,2,2,3,1,4,0,14
2016-2017 Regular Season,10.27.16,Mike Muscala,C,Atlanta,Washington,H,25.7,3,6,1,2,2,2,1,3,4,1,2,2,0,3,9
2016-2017 Regular Season,10.27.16,Tim Hardaway Jr.,SG,Atlanta,Washington,H,22.8,8,13,3,5,2,2,1,1,2,1,0,0,0,0,21
2016-2017 Regular Season,10.27.16,Thabo Sefolosha,SF,Atlanta,Washington,H,22,6,8,1,1,0,2,3,4,7,5,2,5,1,0,13
2016-2017 Regular Season,10.27.16,Malcolm Delaney,PG,Atlanta,Washington,H,20,2,7,0,1,0,0,0,1,1,5,2,1,3,0,4
2016-2017 Regular Season,10.27.16,Kris Humphries,PF,Atlanta,Washington,H,9.4,0,1,0,0,0,0,0,3,3,0,0,0,1,0,0
2016-2017 Regular Season,10.27.16,Taurean Prince,SF,Atlanta,Washington,H,3.9,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0
2016-2017 Regular Season,10.27.16,DeAndre' Bembry,SF,Atlanta,Washington,H,2.4,1,1,0,0,0,0,0,1,1,0,0,0,0,0,2
2016-2017 Regular Season,10.27.16,Jae Crowder,SF,Boston,Chicago,R,35.4,4,6,1,2,5,5,1,5,6,1,4,2,1,0,14
2016-2017 Regular Season,10.27.16,Amir Johnson,PF,Boston,Chicago,R,15.8,2,4,0,0,1,2,0,1,1,1,3,0,0,1,5
2016-2017 Regular Season,10.27.16,Al Horford,C,Boston,Chicago,R,30.1,4,9,0,2,3,4,0,7,7,5,5,0,1,1,11
2016-2017 Regular Season,10.27.16,Avery Bradley,SG,Boston,Chicago,R,40.6,6,12,1,3,3,4,1,5,6,5,2,0,2,1,16
2016-2017 Regular Season,10.27.16,Isaiah Thomas,PG,Boston,Chicago,R,34.8,10,15,3,7,2,6,0,3,3,4,2,2,5,0,25
2016-2017 Regular Season,10.27.16,Tyler Zeller,C,Boston,Chicago,R,20.3,3,9,0,0,0,1,1,4,5,1,3,0,1,2,6
2016-2017 Regular Season,10.27.16,Terry Rozier,PG,Boston,Chicago,R,22.7,3,7,2,5,0,0,0,4,4,4,1,2,0,0,8
2016-2017 Regular Season,10.27.16,Jaylen Brown,SF,Boston,Chicago,R,20.4,4,7,0,1,0,0,0,1,1,1,3,0,1,0,8
2016-2017 Regular Season,10.27.16,Jonas Jerebko,PF,Boston,Chicago,R,9.6,1,3,1,1,1,2,0,1,1,0,2,0,0,0,4
2016-2017 Regular Season,10.27.16,Gerald Green,SG,Boston,Chicago,R,10.3,1,4,0,2,0,0,0,2,2,0,0,0,0,1,2
2016-2017 Regular Season,10.27.16,Jimmy Butler,SF,Chicago,Boston,H,36.6,6,17,4,6,8,12,3,4,7,3,2,2,0,0,24
2016-2017 Regular Season,10.27.16,Taj Gibson,PF,Chicago,Boston,H,27.7,8,13,0,0,2,2,2,8,10,1,2,0,2,0,18
2016-2017 Regular Season,10.27.16,Robin Lopez,C,Chicago,Boston,H,27.5,3,8,0,0,2,4,6,2,8,1,2,0,1,0,8
2016-2017 Regular Season,10.27.16,Dwyane Wade,SG,Chicago,Boston,H,32.4,7,18,4,6,4,4,2,4,6,5,4,0,3,1,22
2016-2017 Regular Season,10.27.16,Rajon Rondo,PG,Chicago,Boston,H,33.3,1,9,1,2,1,2,0,6,6,9,1,2,2,0,4
2016-2017 Regular Season,10.27.16,Doug McDermott,SF,Chicago,Boston,H,21.9,2,5,0,1,1,2,0,1,1,1,2,0,1,0,5
2016-2017 Regular Season,10.27.16,Nikola Mirotic,PF,Chicago,Boston,H,29,6,11,1,6,2,2,2,7,9,1,3,0,3,0,15
2016-2017 Regular Season,10.27.16,Isaiah Canaan,SG,Chicago,Boston,H,6.8,0,3,0,3,0,0,0,2,2,1,0,1,0,0,0
2016-2017 Regular Season,10.27.16,Cristiano Felicio,C,Chicago,Boston,H,7.8,1,2,0,0,2,2,0,0,0,0,2,0,0,0,4
2016-2017 Regular Season,10.27.16,Michael Carter-Williams,PG,Chicago,Boston,H,17.2,2,6,1,1,0,0,3,3,6,3,3,0,0,0,5
2016-2017 Regular Season,10.27.16,Kawhi Leonard,SF,San Antonio,Sacramento,R,34.9,11,21,1,5,7,7,0,3,3,5,5,5,1,0,30
2016-2017 Regular Season,10.27.16,LaMarcus Aldridge,PF,San Antonio,Sacramento,R,31.7,5,13,0,1,6,8,2,3,5,1,4,0,1,0,16
2016-2017 Regular Season,10.27.16,Pau Gasol,C,San Antonio,Sacramento,R,20.6,3,7,1,1,0,0,0,6,6,1,2,1,3,1,7
2016-2017 Regular Season,10.27.16,Kyle Anderson,SG,San Antonio,Sacramento,R,26.7,1,2,0,0,0,0,0,8,8,3,1,1,1,1,2
2016-2017 Regular Season,10.27.16,Tony Parker,PG,San Antonio,Sacramento,R,25.2,0,6,0,1,4,4,0,0,0,2,1,1,0,0,4
2016-2017 Regular Season,10.27.16,Manu Ginobili,SG,San Antonio,Sacramento,R,19.4,3,9,2,6,0,0,0,3,3,5,2,0,1,1,8
2016-2017 Regular Season,10.27.16,Dewayne Dedmon,C,San Antonio,Sacramento,R,24.2,5,6,0,0,2,2,4,3,7,0,4,0,0,4,12
2016-2017 Regular Season,10.27.16,Patty Mills,PG,San Antonio,Sacramento,R,22.8,2,7,2,4,0,0,0,1,1,1,1,0,0,0,6
2016-2017 Regular Season,10.27.16,David Lee,PF,San Antonio,Sacramento,R,16.3,5,6,0,0,2,2,2,3,5,2,3,2,0,1,12
2016-2017 Regular Season,10.27.16,Jonathon Simmons,SG,San Antonio,Sacramento,R,18.3,1,2,0,0,3,4,1,1,2,3,3,0,2,0,5
2016-2017 Regular Season,10.27.16,Rudy Gay,SF,Sacramento,San Antonio,H,32.4,3,10,1,3,10,12,0,7,7,2,4,2,1,0,17
2016-2017 Regular Season,10.27.16,DeMarcus Cousins,C,Sacramento,San Antonio,H,37.2,10,22,3,5,14,16,3,13,16,2,3,1,3,0,37
2016-2017 Regular Season,10.27.16,Kosta Koufos,C,Sacramento,San Antonio,H,23.6,4,7,0,0,0,0,2,5,7,3,2,1,3,0,8
2016-2017 Regular Season,10.27.16,Arron Afflalo,SG,Sacramento,San Antonio,H,35.6,3,9,1,3,0,0,0,4,4,1,1,1,0,0,7
2016-2017 Regular Season,10.27.16,Ty Lawson,PG,Sacramento,San Antonio,H,35.7,3,7,0,2,1,2,1,3,4,9,1,1,1,0,7
2016-2017 Regular Season,10.27.16,Matt Barnes,SF,Sacramento,San Antonio,H,26.9,1,4,1,3,0,0,0,0,0,1,3,1,2,0,3
2016-2017 Regular Season,10.27.16,Willie Cauley-Stein,C,Sacramento,San Antonio,H,10.8,1,3,0,0,1,2,0,0,0,0,2,0,1,0,3
2016-2017 Regular Season,10.27.16,Ben McLemore,SG,Sacramento,San Antonio,H,10.4,3,4,0,0,4,4,0,2,2,1,2,0,2,0,10
2016-2017 Regular Season,10.27.16,Anthony Tolliver,PF,Sacramento,San Antonio,H,15.1,0,2,0,2,2,2,0,0,0,0,1,0,2,0,2
2016-2017 Regular Season,10.27.16,Garrett Temple,SG,Sacramento,San Antonio,H,12.3,0,2,0,2,0,0,0,0,0,3,2,0,0,0,0
2016-2017 Regular Season,10.27.16,Luc Mbah a Moute,PF,LA Clippers,Portland,R,17,0,2,0,0,1,2,1,2,3,0,0,0,0,1,1
2016-2017 Regular Season,10.27.16,Blake Griffin,PF,LA Clippers,Portland,R,36.6,9,22,1,3,8,9,5,8,13,2,5,3,1,1,27
2016-2017 Regular Season,10.27.16,DeAndre Jordan,C,LA Clippers,Portland,R,28.2,2,7,0,0,2,10,7,5,12,0,5,0,1,1,6
2016-2017 Regular Season,10.27.16,JJ Redick,SG,LA Clippers,Portland,R,29.8,3,8,1,5,1,2,0,3,3,1,2,0,2,0,8
2016-2017 Regular Season,10.27.16,Chris Paul,PG,LA Clippers,Portland,R,33.3,9,19,3,8,6,7,0,5,5,5,2,1,1,0,27
2016-2017 Regular Season,10.27.16,Austin Rivers,SG,LA Clippers,Portland,R,26.2,4,8,0,3,0,0,0,4,4,2,2,1,0,0,8
2016-2017 Regular Season,10.27.16,Jamal Crawford,SG,LA Clippers,Portland,R,25.8,3,12,1,6,8,8,0,3,3,1,2,4,1,0,15
2016-2017 Regular Season,10.27.16,Raymond Felton,PG,LA Clippers,Portland,R,16.2,2,3,0,0,0,0,0,1,1,1,2,1,1,0,4
2016-2017 Regular Season,10.27.16,Marreese Speights,C,LA Clippers,Portland,R,15.6,4,8,2,3,5,7,2,0,2,0,3,0,0,0,15
2016-2017 Regular Season,10.27.16,Wesley Johnson,SF,LA Clippers,Portland,R,11.5,1,2,0,1,1,1,0,2,2,0,2,0,0,1,3
2016-2017 Regular Season,10.27.16,Maurice Harkless,SF,Portland,LA Clippers,H,32.3,10,15,1,3,2,2,5,3,8,2,4,0,0,0,23
2016-2017 Regular Season,10.27.16,Al-Farouq Aminu,SF,Portland,LA Clippers,H,25,0,6,0,5,1,2,0,8,8,2,4,0,2,1,1
2016-2017 Regular Season,10.27.16,Mason Plumlee,C,Portland,LA Clippers,H,30.5,7,9,0,0,3,6,2,6,8,4,4,0,2,3,17
2016-2017 Regular Season,10.27.16,CJ McCollum,SG,Portland,LA Clippers,H,38,5,12,1,1,5,6,0,4,4,2,2,3,3,0,16
2016-2017 Regular Season,10.27.16,Damian Lillard,PG,Portland,LA Clippers,H,36.2,11,24,2,5,5,7,1,9,10,3,6,0,4,0,29
